"","Iteration","Num_Selected","Selected_Predictors","Sensitivity","Specificity","TP","TN","FP","FN"
"975",975,9,"P26, P32, P72, P81, P91, P94, P244, P256, P292",0.833333333333333,0.775510204081633,85,76,22,17
"976",976,8,"P32, P81, P91, P94, P143, P244, P256, P292",0.904761904761905,0.873684210526316,95,83,12,10
"977",977,11,"P32, P63, P72, P81, P91, P94, P109, P143, P244, P256, P292",0.87378640776699,0.793814432989691,90,77,20,13
"978",978,7,"P63, P81, P94, P143, P211, P256, P292",0.844660194174757,0.824742268041237,87,80,17,16
"979",979,10,"P26, P32, P63, P72, P94, P143, P211, P244, P256, P292",0.836734693877551,0.892156862745098,82,91,11,16
"980",980,7,"P81, P94, P109, P143, P244, P256, P292",0.887640449438202,0.801801801801802,79,89,22,10
"981",981,10,"P32, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.845238095238095,0.836206896551724,71,97,19,13
"982",982,10,"P26, P32, P63, P72, P91, P94, P143, P244, P256, P292",0.920792079207921,0.838383838383838,93,83,16,8
"983",983,10,"P26, P32, P72, P81, P91, P94, P143, P244, P256, P292",0.88235294117647,0.846938775510204,90,83,15,12
"984",984,10,"P32, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.878504672897196,0.935483870967742,94,87,6,13
"985",985,7,"P81, P91, P94, P143, P244, P256, P292",0.841121495327103,0.870967741935484,90,81,12,17
"986",986,6,"P63, P81, P94, P143, P256, P292",0.87,0.84,87,84,16,13
"987",987,12,"P26, P32, P43, P63, P72, P81, P94, P143, P211, P244, P256, P292",0.872340425531915,0.820754716981132,82,87,19,12
"988",988,8,"P63, P72, P81, P94, P143, P244, P256, P292",0.876404494382023,0.864864864864865,78,96,15,11
"989",989,8,"P32, P72, P81, P94, P143, P244, P256, P292",0.84070796460177,0.896551724137931,95,78,9,18
"990",990,8,"P26, P63, P72, P81, P94, P143, P256, P292",0.854368932038835,0.835051546391753,88,81,16,15
"991",991,7,"P63, P91, P94, P143, P244, P256, P292",0.847619047619048,0.894736842105263,89,85,10,16
"992",992,10,"P32, P63, P81, P91, P94, P143, P211, P244, P256, P292",0.881188118811881,0.909090909090909,89,90,9,12
"993",993,10,"P32, P63, P72, P81, P94, P109, P143, P244, P256, P292",0.904761904761905,0.873684210526316,95,83,12,10
"994",994,4,"P94, P143, P256, P292",0.846938775510204,0.803921568627451,83,82,20,15
"995",995,10,"P26, P43, P63, P72, P91, P94, P143, P211, P256, P292",0.893617021276596,0.839622641509434,84,89,17,10
"996",996,7,"P32, P91, P94, P143, P244, P256, P292",0.849557522123894,0.896551724137931,96,78,9,17
"997",997,11,"P26, P32, P63, P81, P91, P94, P143, P211, P244, P256, P292",0.914285714285714,0.873684210526316,96,83,12,9
"998",998,7,"P72, P81, P94, P143, P244, P256, P292",0.821782178217822,0.858585858585859,83,85,14,18
"999",999,8,"P26, P32, P72, P94, P143, P244, P256, P292",0.849462365591398,0.841121495327103,79,90,17,14
"1000",1000,7,"P32, P81, P94, P143, P244, P256, P292",0.845360824742268,0.883495145631068,82,91,12,15
